"TaxaID","comment"
449136,"Culture cell line: BHK-21 (Syrian hamster)"
449136,"Culture cell line: BHK-21 (Syrian hamster)"
449136,"Culture cell line: BHK-21 (Syrian hamster)"
449136,"Culture cell line: BHK-21 (Syrian hamster)"
449136,"Culture cell line: BHK-21 (Syrian hamster)"
449136,"Culture cell line: BHK-21 (Syrian hamster)"
449136,"Culture cell line: BHK-21 (Syrian hamster)"
449136,"Culture cell line: BHK-21 (Syrian hamster)"
449136,"Culture cell line: BHK-21 (Syrian hamster)"
449136,"Culture cell line: BHK-21 (Syrian hamster)"
449137,"Culture cell line: BHK-21 (Syrian hamster)"
449137,"Culture cell line: BHK-21 (Syrian hamster)"
449137,"Culture cell line: BHK-21 (Syrian hamster)"
449137,"Culture cell line: BHK-21 (Syrian hamster)"
449137,"Culture cell line: BHK-21 (Syrian hamster)"
449137,"Culture cell line: BHK-21 (Syrian hamster)"
449137,"Culture cell line: BHK-21 (Syrian hamster)"
449137,"Culture cell line: BHK-21 (Syrian hamster)"
449137,"Culture cell line: BHK-21 (Syrian hamster)"
449137,"Culture cell line: BHK-21 (Syrian hamster)"
449138,"Culture cell line: BHK-21 (Syrian hamster)"
449138,"Culture cell line: BHK-21 (Syrian hamster)"
449138,"Culture cell line: BHK-21 (Syrian hamster)"
449138,"Culture cell line: BHK-21 (Syrian hamster)"
449138,"Culture cell line: BHK-21 (Syrian hamster)"
449138,"Culture cell line: BHK-21 (Syrian hamster)"
449138,"Culture cell line: BHK-21 (Syrian hamster)"
449138,"Culture cell line: BHK-21 (Syrian hamster)"
449138,"Culture cell line: BHK-21 (Syrian hamster)"
449138,"Culture cell line: BHK-21 (Syrian hamster)"
449139,"Culture cell line: BHK-21 (Syrian hamster)"
449139,"Culture cell line: BHK-21 (Syrian hamster)"
449139,"Culture cell line: BHK-21 (Syrian hamster)"
449139,"Culture cell line: BHK-21 (Syrian hamster)"
449139,"Culture cell line: BHK-21 (Syrian hamster)"
449139,"Culture cell line: BHK-21 (Syrian hamster)"
449139,"Culture cell line: BHK-21 (Syrian hamster)"
449139,"Culture cell line: BHK-21 (Syrian hamster)"
449139,"Culture cell line: BHK-21 (Syrian hamster)"
449139,"Culture cell line: BHK-21 (Syrian hamster)"
449140,"Culture cell line: BHK-21 (Syrian hamster)"
449140,"Culture cell line: BHK-21 (Syrian hamster)"
449140,"Culture cell line: BHK-21 (Syrian hamster)"
449140,"Culture cell line: BHK-21 (Syrian hamster)"
449140,"Culture cell line: BHK-21 (Syrian hamster)"
449140,"Culture cell line: BHK-21 (Syrian hamster)"
449140,"Culture cell line: BHK-21 (Syrian hamster)"
449140,"Culture cell line: BHK-21 (Syrian hamster)"
449140,"Culture cell line: BHK-21 (Syrian hamster)"
449141,"Culture cell line: BHK-21 (Syrian hamster)"
449141,"Culture cell line: BHK-21 (Syrian hamster)"
449141,"Culture cell line: BHK-21 (Syrian hamster)"
449141,"Culture cell line: BHK-21 (Syrian hamster)"
449141,"Culture cell line: BHK-21 (Syrian hamster)"
449141,"Culture cell line: BHK-21 (Syrian hamster)"
449141,"Culture cell line: BHK-21 (Syrian hamster)"
449141,"Culture cell line: BHK-21 (Syrian hamster)"
449141,"Culture cell line: BHK-21 (Syrian hamster)"
449141,"Culture cell line: BHK-21 (Syrian hamster)"
449142,"Culture cell line: BHK-21 (Syrian hamster)"
449142,"Culture cell line: BHK-21 (Syrian hamster)"
449142,"Culture cell line: BHK-21 (Syrian hamster)"
449142,"Culture cell line: BHK-21 (Syrian hamster)"
449142,"Culture cell line: BHK-21 (Syrian hamster)"
449142,"Culture cell line: BHK-21 (Syrian hamster)"
449142,"Culture cell line: BHK-21 (Syrian hamster)"
449142,"Culture cell line: BHK-21 (Syrian hamster)"
449142,"Culture cell line: BHK-21 (Syrian hamster)"
449142,"Culture cell line: BHK-21 (Syrian hamster)"
217733,"Culture cell line: EPC cells (Epithelioma papulosum cyrini)"
2847106,"Strain: Haloterrigena trapanicum DS66   Haloferax lucentensis Phenon K  strain Aa2.2 and Haloferax alicantei"
2847106,"Strain: Haloterrigena trapanicum DS66   Haloferax lucentensis Phenon K  strain Aa2.2 and Haloferax alicantei"
2847106,"Strain: Haloterrigena trapanicum DS66   Haloferax lucentensis Phenon K  strain Aa2.2 and Haloferax alicantei"
2907838,"Strain:26RP66"
228675,"Culture cell line: MDCK (Madin-Darby Canine Kidney cells)"
228675,"Culture cell line: MDCK (Madin-Darby Canine Kidney cells)"
228675,"Culture cell line: MDCK (Madin-Darby Canine Kidney cells)"
228675,"Culture cell line: MDCK (Madin-Darby Canine Kidney cells)"
228675,"Culture cell line: MDCK (Madin-Darby Canine Kidney cells)"
228675,"Culture cell line: MDCK (Madin-Darby Canine Kidney cells)"
228675,"Culture cell line: MDCK (Madin-Darby Canine Kidney cells)"
228675,"Culture cell line: MDCK (Madin-Darby Canine Kidney cells)"
228407,"Culture cell line: Vero E6 (African green monkey kidney cells)"
228404,"Culture cell line: FRhK-4 (fetal rhesus kidney cells)"
228404,"Culture cell line: PER.C6 (Human cells)"
228330,"Culture cell line: Vero E6 (African green monkey kidney cells)"
171720,"Culture cell line: HEp-2 (human Laryngeal Epidermoid Carcinoma cell)  WL38 (diploid human cell)"
253433,"Culture cell line: PER.C6 (Human cells)"
253434,"Culture cell line: PER.C6 (Human cells)"
253435,"Culture cell line: PER.C6 (Human cells)"
247149,"Culture cell line: Vero E6 (African green monkey kidney cells)"
263532,"Culture cell line: PPK (primary possum kidney cell culture)"
32606,"Culture cell line: PK15 (pig kidney cell)"
269638,"Culture cell line: MDBK cells"
263374,"Strain ML6405  ML83DM5A  ML89-D36-5A"
263375,"B. bronchiseptica strain BB3464  ML6403  ML83DM3AN  ML89-D36-3A"
263891,"Culture cell line: GF (Grunt Fin cells)"
222889,"Culture cell line: RD (human rhabdomyosarcoma cell)"
282345,"Culture cell line: RD (human rhabdomyosarcoma cell)"
288959,"Culture cell line: MARC-145 (Monkey kidney)"
284515,"Culture cell line: CK cells"
301186,"Culture cell line: MRC-5 (human diploid cells)"
301186,"Culture cell line: MRC-5 (human diploid cells)"
305676,"Culture cell line: Vero cells"
305676,"Culture cell line: Vero cells"
11263,"Culture cell line: BHK-21 (golden hamster kidney cells)"
185907,"Culture cell line:  CAM-L  HeLa R19 cells"
185907,"Culture cell line:  CAM-L  HeLa R19 cells"
297248,"Culture cell line: RD cells"
307044,"Culture cell line: Vero cells (African green monkeys)"
2760813,"Culture cell line: Human fetal diploid kidney cells  primary monkey kidney cells (PMK cells)."
2760813,"Culture cell line: Human fetal diploid kidney cells  primary monkey kidney cells (PMK cells)."
318563,"Culture cell line: RMK (primary monkey kidney cells)"
318563,"Culture cell line: HFDK (human fetal diploid kidney cells)"
318564,"Culture cell line: RMK (primary monkey kidney cells)"
318564,"Culture cell line: HFDK (human fetal diploid kidney cells)"
318565,"Culture cell line: RMK (primary monkey kidney cells)"
318565,"Culture cell line: HFDK (human fetal diploid kidney cells)"
318566,"Culture cell line: RMK (primary monkey kidney cells)"
318566,"Culture cell line: HFDK (human fetal diploid kidney cells)"
318568,"Culture cell line: RD (human rhabdomyosarcoma cell)"
318569,"Culture cell line: RD (human rhabdomyosarcoma cell)"
318570,"Culture cell line: RD (human rhabdomyosarcoma cell)"
318571,"Culture cell line: RD (human rhabdomyosarcoma cell)"
408681,"Culture cell line: RD (human rhabdomyosarcoma cell)"
318490,"Culture cell line: Pheasant spleen"
64287,"Vector: Ticks\nCulture cell line: Vero (African green monkey kidney cell)"
64287,"Vector: Ticks"
2887182,"Strains B  XL10 Gold  BL21(DE3)  C41 (DE3)"
12067,"Culture cell line: LLC-MK2 (Rhesus Monkey Kidney Cells)"
12090,"Culture cell line: HEp-2c cells"
12090,"Culture cell line: HEp-2c cells"
12090,"Culture cell line: HEp-2c cells"
12090,"Culture cell line: HEp-2c cells"
12090,"Culture cell line: HEp-2c cells"
12090,"Culture cell line: HEp-2c cells"
12090,"Culture cell line: HEp-2c cells"
12090,"Culture cell line: HEp-2c cells"
11153,"isolate=""INSAVC-1"""
12089,"Culture cell line: HeLa (Human cells)"
2880361,"Strain MG-1S  MG-1"
33727,"Culture cell line: BSR T7/5  Vero cells"
33727,"Culture cell line: BSR T7/5  Vero cells"
33727,"Culture cell line: BSR T7/5  Vero cells"
353633,"Giardia canis"
359962,"Bacillus anthracis strain Sterne\nBacillus cereus strain RSVF1  CDC13100  CDC13140  CDC32805 ATCC11950"
359962,"Bacillus anthracis strain Sterne\nBacillus cereus strain RSVF1  CDC13100  CDC13140  CDC32805 ATCC11950"
11864,"Culture cell line: Chicken Macropohage cells"
379081,"The host was assigned based on a inference from the name of virus (Norovirus)"
10532,"Culture cell line: Rhesus monkey kidney cells"
318567,"Culture cell line: RD (human rhabdomyosarcoma cell)"
325447,"Culture cell line: RD (human rhabdomyosarcoma cell)"
404135,"Culture cell line: HRT-18G cells"
404135,"Culture cell line: HRT-18G cells"
404135,"Culture cell line: HRT-18G cells"
223997,"Culture cell line: RAW264.7 (murine macrophage cells)"
325445,"Culture cell line: RD (human rhabdomyosarcoma) and/or HLF (human lung fibroblast)"
2015550,"Culture cell line: RD cells  GMK cells  Vero cells  L20B cells  BYHK21 cells  RK13 cells  MDBK cells  MDCK cells"
2015550,"Culture cell line: RD cells  GMK cells  Vero cells  L20B cells  BYHK21 cells  RK13 cells  MDBK cells  MDCK cells"
2015550,"Culture cell line: RD cells  GMK cells  Vero cells  L20B cells  BYHK21 cells  RK13 cells  MDBK cells  MDCK cells"
2015550,"Culture cell line: RD cells  GMK cells  Vero cells  L20B cells  BYHK21 cells  RK13 cells  MDBK cells  MDCK cells"
2015550,"Culture cell line: RD cells  GMK cells  Vero cells  L20B cells  BYHK21 cells  RK13 cells  MDBK cells  MDCK cells"
2015550,"Culture cell line: RD cells  GMK cells  Vero cells  L20B cells  BYHK21 cells  RK13 cells  MDBK cells  MDCK cells"
2015550,"Culture cell line: RD cells  GMK cells  Vero cells  L20B cells  BYHK21 cells  RK13 cells  MDBK cells  MDCK cells"
2779847,"Culture cell line: WI-38  HFDL-645 cell  HFDK\nLaboratory host: Mus musculus"
2779847,"Culture cell line: WI-38  HFDL-645 cell  HFDK\nLaboratory host: Mus musculus"
147684,"Culture cell line: Hela Ohio cells"
150904,"Culture cell line: Hela Ohio cells"
147680,"Culture cell line: Hela Ohio cells"
167327,"Culture cell line: Hela Ohio cells"
99000,"Culture cell line: BSC-40 (african green monkey kidney cells)"
448086,"Culture cell line: Vero E6 cells"
2760818,"Culture cell line: RD cells  HLF cells"
1418031,"Culture cell line: HeLa-H1"
2870395,"Culture cell line: MA104 cells (African green monkey kidney cell)"
469959,"Culture cell line: MA104 (African green monkey kidney cell)"
466217,"Culture cell line: Vero cells (African green monkey kidney cells)"
466217,"isolate=""Wuerzburg"""
2870389,"Culture cell line: Vero cells"
2870389,"Culture cell line: Vero cells"
507757,"strain=""Roccaverano"""
511432,"King  A. M.  Adams  M. J.  Carstens  E. B.  & Lefkowitz  E. J. (2012). Virus taxonomy. Ninth report of the International Committee on Taxonomy of Viruses  486-487."
61673,"Culture cell line: 293T (Human embryonic kidney cells)"
2849704,"Strain NCTC 12727"
585078,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585077,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585079,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585098,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585097,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585088,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585068,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585087,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585093,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585067,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585083,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585090,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585066,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585089,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585095,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585085,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585086,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585063,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585070,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585082,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585092,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585064,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585091,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585072,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585060,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585073,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585099,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585094,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585096,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585084,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585081,"Culture cell line: A549 (human alveolar basal epithelial cells)"
585080,"Culture cell line: A549 (human alveolar basal epithelial cells)"
147678,"Culture cell line: HeLa (human cells)"
185935,"Culture cell line: HeLa (human cells)"
185944,"Culture cell line: HeLa (human cells)"
698419,"Culture cell line: Vero E6 (African green monkey kidney cells)"
633140,"Culture cell line: Vero E6 (African green monkey kidney cells)"
633137,"Culture cell line: Vero E6 (African green monkey kidney cells)"
633137,"These observations suggest that mice infected with MA15 die from an overwhelming viral infection with extensive  virally mediated destruction of pneumocytes and ciliated epithelial cells."
627440,"Culture cell line: Vero E6 (African green monkey kidney cells)"
749340,"Culture cell line: CWR22Rv1 and CWR-R1 (human prostate cancer cell)"
943084,"Culture cell line: 293TT (Human embryonic kidney cell)"
673764,"Culture cell line: CHO-K1 (Hamster cell)"
673763,"Culture cell line: CHO-K1 (Hamster cell)"
1419710,"isolation_source=""kidney transplant patient: identical isolation from blood  urine  kidney & CSF samples"""
227731,"Culture cell line: Vero cells"
227731,"Culture cell line: Vero cells"
519376,"Culture cell line: Vero cells"
519376,"Culture cell line: Vero cells"
48541,"vector: Oeciacus vicarious"
995021,"Culture cell line: BS-C-1 (African green monkey epithelial kidney)"
995023,"Culture cell line: BS-C-1 (African green monkey epithelial kidney)"
933438,"Culture cell line: SCLC cells (NCI-N417)"
42785,"Culture cell line: Vero cells"
42785,"Culture cell line: Vero cells"
42786,"Culture cell line: Vero cells"
42786,"Culture cell line: Vero cells"
42769,"Culture cell line: Vero cells"
42769,"Culture cell line: Vero cells"
11791,"Laboratory host: house mouse"
1073754,"Strain: ATCC29544"
1123959,"Culture cell line: chicken embryo fibroblasts"
1051323,"Culture cell line: Vero cells (ATCC CCL-81)"
981676,"Culture cell line+ MDBK cells"
363168,"Culture cell line: PK-15 (swine kidney cells) and ST (swine testicular cells)"
172148,"Culture cell line: Vero cells\nLaboratory host: house mouse  sheep  Wistar rats"
172148,"Culture cell line: Vero cells\nLaboratory host: house mouse  sheep  Wistar rats"
172148,"Culture cell line: Vero cells\nLaboratory host: house mouse  sheep  Wistar rats"
172148,"Culture cell line: Vero cells\nLaboratory host: house mouse  sheep  Wistar rats"
172148,"Culture cell line: Vero cells\nLaboratory host: house mouse  sheep  Wistar rats"
172148,"Culture cell line: Vero cells\nLaboratory host: house mouse  sheep  Wistar rats"
1163669,"note=""original source ATCC VR-766"""
2849709,"Culture cell line: ZF4 cells"
2849709,"Culture cell line: ZF4 cells"
1176035,"Culture cell line: CRFK cells"
2713662,"Culture cell line: C6/36clone of Ae. albopictus cells"
2713662,"Culture cell line: Vero cells"
2713662,"Culture cell line: HEK293"
2713662,"Culture cell line:  BHK-21"
413259,"Culture cell line: BS-C-1 (African green monkey epithelial kidney)"
1195167,"Culture cell line: MsLn  MsKi cells"
694005,"Culture cell line: 17Cl-1 (mouse)  L2 (rat fibroblast cells) and baby hamster kidney cells"
694005,"Culture cell line: 17Cl-1 (mouse)  L2 (rat fibroblast cells) and baby hamster kidney cells"
694005,"Culture cell line: 17Cl-1 (mouse)  L2 (rat fibroblast cells) and baby hamster kidney cells"
93923,"Source of isolation: Broiler chicken"
1511785,"isolation_source=""porcine feces"""
1511785,"isolation_source=""porcine feces"""
46221,"Culture cell line: PK15 (Sus scrofa kidney cell)"
1296654,"Strain BC7003"
1962300,"Culture cell line: A549  PMK  Vero  CyMK cells"
1962300,"Culture cell line: A549  PMK  Vero  CyMK cells"
1962300,"Culture cell line: A549  PMK  Vero  CyMK cells"
1962300,"Culture cell line: A549  PMK  Vero  CyMK cells"
1962300,"Culture cell line: A549  PMK  Vero  CyMK cells"
1332245,"Culture cell line: C6/36 cells"
1332247,"Culture cell line： C6/36 cells  AP-61 cells"
1332247,"Culture cell line： C6/36 cells  AP-61 cells"
1398177,"Culture cell line: EPC cells  CHSE cells  BF-2 cells  GCF cells  GCO cells  FHM cells"
1398177,"Culture cell line: EPC cells  CHSE cells  BF-2 cells  GCF cells  GCO cells  FHM cells"
1398177,"Culture cell line: EPC cells  CHSE cells  BF-2 cells  GCF cells  GCO cells  FHM cells"
1398177,"Culture cell line: EPC cells  CHSE cells  BF-2 cells  GCF cells  GCO cells  FHM cells"
1398177,"Culture cell line: EPC cells  CHSE cells  BF-2 cells  GCF cells  GCO cells  FHM cells"
1334242,"Host: Leptospira alstoni serovar Pingchang str. 80-412"
1334243,"Host: Leptospira noguchii serovar Panama str. CZ214"
1334244,"Host: Leptospira kmetyi str. Bejo-Iso9"
1334245,"Host: Leptospira broomii str. 5399"
1334246,"Host: Leptospira inadai serovar Lyme str. 10"
1415852,"Culture cell line: Vero E6  RSKT  PK-15  A549"
1415852,"Culture cell line: Vero E6  RSKT  PK-15  A549"
1415852,"Culture cell line: Vero E6  RSKT  PK-15  A549"
1415852,"Culture cell line: Vero E6  RSKT  PK-15  A549"
1416008,"Achromobacter xylosoxidans strain DSM 11852"
1379496,"strain=""FK-13”"
64313,"Vector: Culex spp.\nCulture cell line: C6/36 (Aedes albopictus cells)"
64306,"Culture cell line: C6/36 cells  BHK-21 cells"
64306,"Culture cell line: C6/36 cells  BHK-21 cells"
10665,"Strain: CR63"
10665,"Strain: CR63"
1519390,"Source of isolation: sewage oxidation pond"
1519394,"Source of isolation: sewage oxidation pond"
1519395,"Source of isolation: sewage oxidation pond"
1519396,"Source of isolation: sewage oxidation pond"
1519398,"Source of isolation: sewage oxidation pond"
1511762,"isolation_source=""NOD.Cg-Prkdcscid Il2rgtm1Wjl/SzJ (NSG) mice"""
1529450,"Culture cell line: BHK21  HF  Calu-3  A549  Hep-2  Caco-2  HRT-18G  Huh-7  Hela  HEK  NT2  RD  SF268  His-1  MDCK  MDBK  RK13  3T3  Dubca  LLC-MK2  Vero  VeroE6  CRFK  PK-15  RK3E  RMC DF-1  C6/36 cells"
